Cites,Authors,Title,Language,Year,Field,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"KA Dungan, MA Peeples",Public architecture as performance space in the prehispanic central southwest,English,2018,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416516301404,"https://scholar.google.com/scholar?cites=16518912597645617366&as_sdt=805&sciodt=0,3&hl=en",20,2/8/2025 16:41,,,,,,,,,13,1.86,7,2,7,"Public or religious architecture in non-state societies has traditionally been interpreted as integrative, an assumption that has limited the ability of archaeologists to study religious …",https://www.academia.edu/download/90098739/157745.pdf,"https://scholar.google.com/scholar?q=related:1mhkknz3PuUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,MVC LoBiondo,Negotiating interaction during the Late Woodland-Mississippian transition in Southern Appalachia,English,2025,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416524000692,,16,2/8/2025 12:57,HTML,,,,,,,,0,0,0,1,1,Cultural interaction has been shown to be important in the (re) organization of social relationships in pre-contact North America and an important causal factor in Mississippian …,https://www.sciencedirect.com/science/article/pii/S0278416524000692,"https://scholar.google.com/scholar?q=related:jdFO49ADq2sJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
6,"J Munson, M Looper, J Scholnick",Ritual networks and the structure of moral communities in Classic Maya society,English,2024,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416524000151,"https://scholar.google.com/scholar?cites=6069421571810225398&as_sdt=805&sciodt=0,3&hl=en",15,2/8/2025 12:57,,,,,,,,,6,6,2,3,1,"Ritual plays an important integrative function in the creation, maintenance, and transformation of human society. The shared experience of ritual establishes strong bonds …",https://www.academia.edu/download/113051287/Munson_et_al._2024_Ritual_networks_and_the_structure_of_moral_communi.pdf,"https://scholar.google.com/scholar?q=related:9mzXK8PqOlQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
3,"JL Boone, A Alsgaard",Surf &Turf: The role of intensification and surplus production in the development of social complexity in coastal vs terrestrial habitats,English,2024,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S027841652300082X,"https://scholar.google.com/scholar?cites=1148024098417418777&as_sdt=805&sciodt=0,3&hl=en",20,2/8/2025 12:57,HTML,,,,,,,,3,3,2,2,1,Social complexity in coastal and terrestrial environments both emerge as forms of subsistence intensification on previous foraging patterns but take different trajectories …,https://www.sciencedirect.com/science/article/pii/S027841652300082X,"https://scholar.google.com/scholar?q=related:GSLCw9WZ7g8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
9,DW Anthony,Ancient DNA and migrations: New understandings and misunderstandings,English,2023,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416523000247,"https://scholar.google.com/scholar?cites=18334742836828304439&as_sdt=805&sciodt=0,3&hl=en",2,2/8/2025 12:57,,,,,,,,,9,4.5,9,1,2,"For archaeologists, the greatest impediment to the growth of migration theory has been the difficulty of identifying if migrations occurred in the first place. The material footprint of …",,"https://scholar.google.com/scholar?q=related:N_RJ7XcXcv4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
8,"NJ Wallis, TJ Pluckhahn",Understanding multi-sited early village communities of the American Southeast through categorical identities and relational connections,English,2023,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416523000430,"https://scholar.google.com/scholar?cites=17604792002799113981&as_sdt=805&sciodt=0,3&hl=en",8,2/8/2025 12:57,HTML,,,,,,,,8,4,4,2,2,Early villages are often assumed to be economically and politically autonomous and equivalent to an archaeological socio-spatial unit that represents a maximum scale of …,https://www.sciencedirect.com/science/article/pii/S0278416523000430,"https://scholar.google.com/scholar?q=related:_ZZ6Zw3JUPQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
5,"MA Peeples, RJ Bischoff","Archaeological networks, community detection, and critical scales of interaction in the US Southwest/Mexican Northwest",English,2023,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416523000272,"https://scholar.google.com/scholar?cites=16737952092402413634&as_sdt=805&sciodt=0,3&hl=en",20,2/8/2025 12:57,,,,,,,,,5,2.5,3,2,2,Archaeologists have long recognized that spatial relationships are an important influence on and driver of all manner of social processes at scales from the local to the continental …,https://www.sciencedirect.com/science/article/am/pii/S0278416523000272,"https://scholar.google.com/scholar?q=related:QvAmH78mSegJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"MS Longstaffe, G Iannone","Integration and disintegration at Minanha, a petty Maya kingdom in the North Vaca Plateau, Belize",English,2022,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416522000617,,23,2/8/2025 12:57,,,,,,,,,0,0,0,2,3,"Research focusing on the emergence and collapse of ancient Maya polities is abundant, with many studies detailing these sociopolitical transformations from the perspective of …",,"https://scholar.google.com/scholar?q=related:U3uP3z7-nIsJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
8,AL Mourad,"Strategies of survival? Change, continuity and the adaptive cycle across the middle to early late bronze age at Tell el-Dabˁa, Egypt",English,2021,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416521001008,"https://scholar.google.com/scholar?cites=9161030642507718012&as_sdt=805&sciodt=0,3&hl=en",21,2/8/2025 12:57,HTML,,,,,,,,8,2,8,1,4,"Ancient Egypt is considered as one of the world's longest enduring civilisations, yet few studies have explored its history for insights on community resilience in response to …",https://www.sciencedirect.com/science/article/pii/S0278416521001008,"https://scholar.google.com/scholar?q=related:fB0kB9WEIn8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
7,JP Hart,"Reassessing an inferred Iroquoian village removal sequence in the Mohawk River basin, New York, USA",English,2020,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416520302099,"https://scholar.google.com/scholar?cites=7583289426937118814&as_sdt=805&sciodt=0,3&hl=en",10,2/8/2025 12:57,,,,,,,,,7,1.4,7,1,5,"All archaeologists use suppositions in their narratives to bridge gaps in empirical knowledge. If these suppositions are reasonable, they often become parts of regional …",,"https://scholar.google.com/scholar?q=related:XgCQSY5BPWkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
3,"JWC Hale, M Sanger",Cultural spaces and climate change: Modeling Holocene archaeological settlement patterns on the coastal plain of the southeastern United States,English,2020,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416520300453,"https://scholar.google.com/scholar?cites=14432523911399409183&as_sdt=805&sciodt=0,3&hl=en",26,2/8/2025 12:57,,,,,,,,,3,0.6,2,2,5,"Ideal free distribution (IFD) models generally predict that populations, including human populations, will distribute themselves across the landscape such that resource access is …",https://www.aucillaresearchinstitute.org/uploads/3/2/3/5/3235856/cook_hale_and_sanger_2020%5B66868%5D.pdf,"https://scholar.google.com/scholar?q=related:HwZL1wegSsgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
45,"E Paliou, A Bevan","Evolving settlement patterns, spatial interaction and the socio-political organisation of late Prepalatial south-central Crete",English,2016,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416516300071,"https://scholar.google.com/scholar?cites=6886588511869078732&as_sdt=805&sciodt=0,3&hl=en",2,2/8/2025 12:57,,,,,,,,,45,5,23,2,9,"Simulations of spatial interaction in archaeology have been successful in predicting the emergence of central sites, and political and economic hierarchies that match observed long …",,"https://scholar.google.com/scholar?q=related:zAw-zMMTkl8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
14,EH Paris,Cross-valley communities: Identity and interaction in Early Postclassic period highland Chiapas,English,2014,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416514000178,"https://scholar.google.com/scholar?cites=8040881414959625815&as_sdt=805&sciodt=0,3&hl=en",12,2/8/2025 12:57,,,,,,,,,14,1.27,14,1,11,"Over the last half-century, anthropologists have employed the concept of “communities” as an interpretive framework. While many scholars have conceptualized the community as a …",http://elizabethhparis.com/wp-content/uploads/2015/08/Paris-2014-Cross-valley-communities.pdf,"https://scholar.google.com/scholar?q=related:V3a1Ywvzlm8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
47,"C Zori, E Brant",Managing the risk of climatic variability in late prehistoric northern Chile,English,2012,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416512000256,"https://scholar.google.com/scholar?cites=13319184557111285271&as_sdt=805&sciodt=0,3&hl=en",15,2/8/2025 12:57,,,,,,,,,47,3.62,24,2,13,The concept of risk management encompasses the diverse strategies employed in preventing and mitigating losses associated with social and environmental calamities …,https://www.academia.edu/download/13351706/Zori_and_Brant_2012.pdf,"https://scholar.google.com/scholar?q=related:F5Z8YMk_17gJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"ZJ Cooper, JR Ferguson, DV Hill",The case for schismogenesis between Late Developmental Northern Rio Grande and Chacoan communities in Northern New Mexico,English,2025,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416524000667,,3,2/8/2025 12:45,,,,,,,,,0,0,0,3,1,Archaeologists have traditionally conceptualized culture areas and associated ethnic group boundaries as reflecting significant degrees of dissimilarity between “core” and “peripheral” …,,"https://scholar.google.com/scholar?q=related:R6IoOG5LoI8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
6,"J Munson, M Looper, J Scholnick",Ritual networks and the structure of moral communities in Classic Maya society,English,2024,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416524000151,"https://scholar.google.com/scholar?cites=6069421571810225398&as_sdt=805&sciodt=0,3&hl=en",2,2/8/2025 12:45,,,,,,,,,6,6,2,3,1,"Ritual plays an important integrative function in the creation, maintenance, and transformation of human society. The shared experience of ritual establishes strong bonds …",https://www.academia.edu/download/113051287/Munson_et_al._2024_Ritual_networks_and_the_structure_of_moral_communi.pdf,"https://scholar.google.com/scholar?q=related:9mzXK8PqOlQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,M Golitko,A performance test of archaeological similarity-based network inference using New Guinean ethnographic data,English,2023,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416523000661,"https://scholar.google.com/scholar?cites=9547176469825390300&as_sdt=805&sciodt=0,3&hl=en",3,2/8/2025 12:45,,,,,,,,,4,2,4,1,2,"Network analysis has become increasingly common within archaeological practice, yet little consensus exists as to what networks based on material culture actually reveal about …",,"https://scholar.google.com/scholar?q=related:3Abpi2pifoQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
5,"MA Peeples, RJ Bischoff","Archaeological networks, community detection, and critical scales of interaction in the US Southwest/Mexican Northwest",English,2023,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416523000272,"https://scholar.google.com/scholar?cites=16737952092402413634&as_sdt=805&sciodt=0,3&hl=en",11,2/8/2025 12:45,,,,,,,,,5,2.5,3,2,2,Archaeologists have long recognized that spatial relationships are an important influence on and driver of all manner of social processes at scales from the local to the continental …,https://www.sciencedirect.com/science/article/am/pii/S0278416523000272,"https://scholar.google.com/scholar?q=related:QvAmH78mSegJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
12,"KE Sassaman, ZI Gilmore",When edges become centered: The ceramic social geography of early pottery communities of the American Southeast,English,2021,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416520302269,"https://scholar.google.com/scholar?cites=11128028122990165040&as_sdt=805&sciodt=0,3&hl=en",12,2/8/2025 12:45,,,,,,,,,12,3,6,2,4,Along the geographic edges of regional populations lies latent potential for innovation and change accruing from interactions with those beyond the edges. This arguably was the case …,https://www.academia.edu/download/65052036/Sassaman_Gilmore_JAA_2021.pdf,"https://scholar.google.com/scholar?q=related:MLxieZ6ybpoJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
10,SC Clayton,The collapse of Teotihuacan and the regeneration of Epiclassic societies: a Bayesian approach,English,2020,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416519302119,"https://scholar.google.com/scholar?cites=10034464893382961270&as_sdt=805&sciodt=0,3&hl=en",13,2/8/2025 12:45,,,,,,,,,10,2,10,1,5,"The collapse of premodern states is an enduring theme of archaeological research, and it is increasingly clear that understanding how states dissolve requires research at sites beyond …",https://par.nsf.gov/servlets/purl/10187665,"https://scholar.google.com/scholar?q=related:dig42aeUQYsJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
29,"J Lulewicz, AB Coker",The structure of the Mississippian world: A social network approach to the organization of sociopolitical interactions,English,2018,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416517301666,"https://scholar.google.com/scholar?cites=16344314056459952623&as_sdt=805&sciodt=0,3&hl=en",2,2/8/2025 12:45,,,,,,,,,29,4.14,15,2,7,"The structure and organization of macroregional networks have long captured the attention of archaeologists working in eastern North America, especially in regard to the overall …",https://www.academia.edu/download/56456317/Lulewicz_and_Coker_2018.pdf,"https://scholar.google.com/scholar?q=related:7yG42Amr0uIJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
13,"KA Dungan, MA Peeples",Public architecture as performance space in the prehispanic central southwest,English,2018,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416516301404,"https://scholar.google.com/scholar?cites=16518912597645617366&as_sdt=805&sciodt=0,3&hl=en",4,2/8/2025 12:45,,,,,,,,,13,1.86,7,2,7,"Public or religious architecture in non-state societies has traditionally been interpreted as integrative, an assumption that has limited the ability of archaeologists to study religious …",https://www.academia.edu/download/90098739/157745.pdf,"https://scholar.google.com/scholar?q=related:1mhkknz3PuUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
59,"JA Turck, VD Thompson",Revisiting the resilience of Late Archaic hunter-gatherers along the Georgia coast,English,2016,Archaeology,Journal of Anthropological Archaeology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278416516300460,"https://scholar.google.com/scholar?cites=9936294078510508784&as_sdt=805&sciodt=0,3&hl=en",6,2/8/2025 12:45,,,,,,,,,59,6.56,30,2,9,"This paper addresses fisher-hunter-gatherer settlement and subsistence variability of the Georgia Coast during the Archaic-Woodland transition, framed within ideas derived from …",https://www.sciencedirect.com/science/article/am/pii/S0278416516300460,"https://scholar.google.com/scholar?q=related:8Kpv1dHO5IkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,"ASZ Chase, A Kamp-Whittaker, MA Peeples",Archaeologies of people and space: Social network analysis of communities and neighborhoods in spatial context,English,2024,Archaeology,Journal of Anthropological Archaeology,,,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12600020046887624257,72,2/8/2025 12:42,Journal article,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:_AeoHAGD03cC,75,,101607,101607,2,2,1,3,1,,,
5,"MA Peeples, RJ Bischoff","Archaeological networks, community detection, and critical scales of interaction in the US Southwest/Mexican Northwest",English,2023,Archaeology,Journal of Anthropological Archaeology,,,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16737952092402413634,60,2/8/2025 12:42,Journal article,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:8dzOF9BpDQoC,70,,101511,101511,5,2.5,3,2,2,,,
35,"JJ Clark, JA Birch, M Hegmon, BJ Mills, DM Glowacki, SG Ortman, ...",Resolving the migrant paradox: Two pathways to coalescence in the late precontact US Southwest,English,2019,Archaeology,Journal of Anthropological Archaeology,,,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3003027318909761275,26,2/8/2025 12:42,Journal article,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:ldfaerwXgEUC,53,,262,287,35,5.83,5,7,6,,,
15,"E Giomi, MA Peeples",Network analysis of intrasite material networks and ritual practice at Pueblo Bonito,English,2019,Archaeology,Journal of Anthropological Archaeology,,,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10189061072615704094,42,2/8/2025 12:42,Journal article,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:2P1L_qKh6hAC,53,,22,31,15,2.5,8,2,6,,,
13,"KA Dungan, MA Peeples",Public architecture as performance space in the prehispanic central southwest,English,2018,Archaeology,Journal of Anthropological Archaeology,,,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16518912597645617366,47,2/8/2025 12:42,Journal article,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:J_g5lzvAfSwC,50,,12,26,13,1.86,7,2,7,,,
0,"M Peeples, K Dungan",Great Kiva Size Data,English,2018,Archaeology,Journal of Anthropological Archaeology,,,https://scholar.google.com,87,2/8/2025 12:42,Journal article,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:p2g8aNsByqUC,,,,,0,0,0,2,7,,,
41,"J Freeman, MA Peeples, JM Anderies",Toward a theory of non-linear transitions from foraging to farming,English,2015,Archaeology,Journal of Anthropological Archaeology,,,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7581846619051354632,24,2/8/2025 12:42,Journal article,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:KlAtU1dfN6UC,40,,109,122,41,4.1,14,3,10,,,
32,AB Stahl,Africa in the world:(Re) centering African history through archaeology,English,2014,Anthropology,Journal of Anthropological Research,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.3998/jar.0521004.0070.102,"https://scholar.google.com/scholar?cites=3159119833149575934&as_sdt=805&sciodt=0,3&hl=en",88,2/10/2025 13:23,,10.3998/jar.0521004.0070.102,,,,,,,32,2.91,32,1,11,"In early postcolonial decades, scholars of Africa's pasts turned inward, endeavoring to demonstrate the independence of African achievement from the world. Archaeological …",,"https://scholar.google.com/scholar?q=related:_pLFIcBy1ysJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,PM Whiteley,"Trading Goods, Disseminating Knowledge: Indigenous Intercommunication across the Greater Southwest",English,2023,Anthropology,Journal of Anthropological Research,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/725739,,7,2/8/2025 12:45,,10.1086/725739,,,,,,,0,0,0,1,2,Native trade networks are well described for the Greater Southwest from the archaeological and ethnohistoric records: trade goods passed between the Pacific and the Rio Grande …,,"https://scholar.google.com/scholar?q=related:SLhNO-EkfdAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
28,"C Conrad, EL Jones, SD Newsome, ...","Bone isotopes, eggshell and turkey husbandry at Arroyo Hondo Pueblo",English,2016,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X1630267X,"https://scholar.google.com/scholar?cites=12131237098039905053&as_sdt=805&sciodt=0,3&hl=en",71,2/13/2025 9:01,,,,,,,,,28,3.11,7,4,9,Studies of archaeofaunal turkey and eggshell remains have identified a clear and consistent pattern of turkey husbandry across the prehistoric Southwest. Domestic turkeys appear to …,https://sethnewsome.org/wp-content/uploads/2020/05/conrad-et-al.-2016.pdf,"https://scholar.google.com/scholar?q=related:HYu12t3PWqgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"W Xu, Z Yang, L Chen, J Cui, L Dussubieux, ...","Compositional analysis below the production region level: A case study of porcelain production at Dehua, Fujian, China",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001515,"https://scholar.google.com/scholar?cites=1732162360612018481&as_sdt=805&sciodt=0,3&hl=en",100,2/10/2025 13:23,,,,,,,,,11,2.75,2,6,4,"Compositional analysis of Chinese porcelain often uses the production region as an analytical unit, whereas the possible compositional similarities and differences between …",https://par.nsf.gov/servlets/purl/10295034,"https://scholar.google.com/scholar?q=related:MdmUVX3gCRgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
41,"B Buchanan, MJ Hamilton, JD Kilby, ...",Lithic networks reveal early regionalization in late Pleistocene North America,English,2016,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440315002988,"https://scholar.google.com/scholar?cites=1254778558439242117&as_sdt=805&sciodt=0,3&hl=en",58,2/10/2025 13:23,,,,,,,,,41,4.56,10,4,9,"North America was colonized by hunter–gatherer populations during the late Pleistocene, and the Clovis culture is the earliest well-documented evidence of this event. Long-standing …",https://www.academia.edu/download/40540494/1-s2.0-S0305440315002988-main.pdf,"https://scholar.google.com/scholar?q=related:hTmMZ3PeaREJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
1,"KA Sheets, AI Duff, EK Thornton, EC Adams","Sourcing bighorn sheep from the Homol'ovi Settlement Cluster, Northeastern Arizona, through strontium isotope (87Sr/86Sr) analysis",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X2100198X,"https://scholar.google.com/scholar?cites=9937745088596567378&as_sdt=805&sciodt=0,3&hl=en",89,2/10/2025 13:23,,,,,,,,,1,0.25,0,4,4,Archaeologists have recovered bighorn sheep (Ovis canadensis) remains from villages within the Homol'ovi Settlement Cluster (1260–1400 CE) in the Middle Little Colorado River …,https://repository.arizona.edu/bitstream/handle/10150/658734/JAS_Sheets_13March21.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:UmUucoH26YkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
151,"B Fitzhugh, VL Butler, KM Bovy, MA Etnier",Human ecodynamics: A perspective for the study of long-term change in socioecological systems,English,2019,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X18301317,"https://scholar.google.com/scholar?cites=37621440667973683&as_sdt=805&sciodt=0,3&hl=en",13,2/9/2025 10:40,HTML,,,,,,,,151,25.17,38,4,6,"Human ecodynamics (HE) refers to processes of stability, resilience, and change in socio-ecological relationships or systems. HE research involves interdisciplinary study of the …",https://www.sciencedirect.com/science/article/pii/S2352409X18301317,"https://scholar.google.com/scholar?q=related:M_jzPoCohQAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
14,"VL Butler, SK Campbell, KM Bovy, MA Etnier","Exploring ecodynamics of coastal foragers using integrated faunal records from Čḯxwicən village (Strait of Juan de Fuca, Washington, USA)",English,2019,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X18304942,"https://scholar.google.com/scholar?cites=13901780662380162886&as_sdt=805&sciodt=0,3&hl=en",106,2/9/2025 10:40,,,,,,,,,14,2.33,4,4,6,"Extensive 2004 excavation of Čḯx w icən (pronounced ch-WHEET-son), traditional home of the Lower Elwha Klallam Tribe in northwest Washington State, USA, documented human …",https://www.sciencedirect.com/science/article/am/pii/S2352409X18304942,"https://scholar.google.com/scholar?q=related:Rm-QjtsL7cAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"W Xu, Z Yang, L Chen, J Cui, L Dussubieux, ...","Compositional analysis below the production region level: A case study of porcelain production at Dehua, Fujian, China",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001515,"https://scholar.google.com/scholar?cites=1732162360612018481&as_sdt=805&sciodt=0,3&hl=en",38,2/9/2025 10:40,,,,,,,,,11,2.75,2,6,4,"Compositional analysis of Chinese porcelain often uses the production region as an analytical unit, whereas the possible compositional similarities and differences between …",https://par.nsf.gov/servlets/purl/10295034,"https://scholar.google.com/scholar?q=related:MdmUVX3gCRgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"W Xu, Z Yang, L Chen, J Cui, L Dussubieux, ...","Compositional analysis below the production region level: A case study of porcelain production at Dehua, Fujian, China",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001515,"https://scholar.google.com/scholar?cites=1732162360612018481&as_sdt=805&sciodt=0,3&hl=en",32,2/8/2025 20:16,,,,,,,,,11,2.75,2,6,4,"Compositional analysis of Chinese porcelain often uses the production region as an analytical unit, whereas the possible compositional similarities and differences between …",https://par.nsf.gov/servlets/purl/10295034,"https://scholar.google.com/scholar?q=related:MdmUVX3gCRgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
16,"AE Thompson, GM Feinman, M Lemly, ...","Inequality, networks, and the financing of Classic Maya political power",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001114,"https://scholar.google.com/scholar?cites=5915439412166304912&as_sdt=805&sciodt=0,3&hl=en",11,2/8/2025 20:15,,,,,,,,,16,4,4,4,4,"Inequality is present to some degree in all human societies. In prehispanic Mesoamerica, wealth inequality has been linked to forms of governance, where Classic Maya (250–800 …",https://drive.google.com/file/d/1w5EyvTEMvVhTqYURsXINc5HjTpcPS7y_/view,"https://scholar.google.com/scholar?q=related:kKSE1M3cF1IJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"W Xu, Z Yang, L Chen, J Cui, L Dussubieux, ...","Compositional analysis below the production region level: A case study of porcelain production at Dehua, Fujian, China",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001515,"https://scholar.google.com/scholar?cites=1732162360612018481&as_sdt=805&sciodt=0,3&hl=en",33,2/8/2025 20:15,,,,,,,,,11,2.75,2,6,4,"Compositional analysis of Chinese porcelain often uses the production region as an analytical unit, whereas the possible compositional similarities and differences between …",https://par.nsf.gov/servlets/purl/10295034,"https://scholar.google.com/scholar?q=related:MdmUVX3gCRgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
